Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
0	-4458.784	-5465.23	1006.446	1.52936	1.939855	6.401535
6	-4465.052	-5471.454	1006.403	1.510369	2.052146	6.399844
12	-4489.117	-5491.945	1002.827	1.38343	2.592672	8.235665
18	-4490.438	-5494.474	1004.037	1.355448	2.577543	7.609095
24	-4452.996	-5458.84	1005.844	1.478725	3.285757	6.40389
30	-4438.741	-5445.738	1006.997	1.47817	2.850752	5.875388
36	-4429.659	-5435.887	1006.228	1.47817	2.421472	6.404036
42	-4439.508	-5445.93	1006.423	1.44064	2.430402	6.316479
48	-4460.828	-5465.95	1005.122	1.428952	3.18685	6.842535
54	-4460.78	-5466.526	1005.746	1.440562	3.044954	6.530751
60	-4435.934	-5440.624	1004.691	1.41469	2.777128	7.176785
66	-4430.138	-5433.853	1003.715	1.378006	2.698193	7.738693
72	-4441.198	-5445.009	1003.811	1.355772	2.537237	7.739984
78	-4461.937	-5465.134	1003.198	1.354816	2.722488	8.021277
84	-4461.555	-5463.817	1002.262	1.338462	3.058375	8.449606
90	-4455.768	-5458.293	1002.526	1.324423	2.87733	8.358155
96	-4450.508	-5454.352	1003.844	1.360232	2.947061	7.61979
102	-4480.099	-5483.789	1003.69	1.387326	3.638884	7.541482
108	-4461.11	-5465.172	1004.063	1.44828	2.631706	7.53175
114	-4451.096	-5455.597	1004.502	1.38011	2.419258	7.38845
120	-4452.573	-5456.224	1003.651	1.397892	2.750051	7.74946
126	-4449.882	-5454.404	1004.521	1.452774	2.524295	7.310977
132	-4463.344	-5468.487	1005.143	1.381892	2.211771	7.10153
138	-4476.844	-5480.85	1004.006	1.400002	2.768626	7.553965
144	-4464.386	-5466.693	1002.307	1.322913	2.775651	8.49928
150	-4461.145	-5461.496	1000.35	1.26239	2.522867	9.629756
156	-4472.3	-5473.639	1001.339	1.210213	1.751835	9.363626
162	-4453.038	-5456.453	1003.415	1.32202	2.391911	8.007832
168	-4448.67	-5450.211	1001.541	1.309695	2.789093	8.909437
174	-4467.945	-5471.043	1003.098	1.327322	1.970776	8.29724
180	-4470.676	-5476.802	1006.127	1.515709	3.468618	6.191825
186	-4467.147	-5473.671	1006.525	1.515709	2.536158	6.191825
192	-4468.805	-5475.364	1006.559	1.523707	2.569471	6.16013
198	-4481.407	-5487.222	1005.815	1.540569	3.125249	6.42088
204	-4477.393	-5483.808	1006.414	1.476936	3.168213	6.120414
210	-4471.189	-5476.94	1005.752	1.467993	2.468104	6.655035
216	-4458.999	-5463.103	1004.104	1.541243	2.083307	7.611487
222	-4464.268	-5471.066	1006.798	1.563426	1.87131	6.214855
228	-4463.761	-5469.041	1005.28	1.600385	2.14873	6.928524
234	-4479.601	-5484.269	1004.668	1.575299	1.968359	7.326698
240	-4449.937	-5454.608	1004.671	1.488891	2.360205	7.255253
246	-4458.056	-5462.149	1004.093	1.4242	2.820795	7.481785
252	-4475.11	-5476.753	1001.643	1.3712	3.405805	8.687079
258	-4493.935	-5496.664	1002.729	1.350335	3.379258	8.12632
264	-4488.415	-5491.69	1003.276	1.350756	2.181329	8.12632
270	-4458.828	-5461.69	1002.863	1.38483	2.665452	8.19775
276	-4461.627	-5465.486	1003.859	1.415148	2.665452	7.649892
282	-4449.055	-5452.411	1003.356	1.383372	3.153249	7.822043
288	-4452.213	-5454.808	1002.595	1.374614	1.831561	8.584509
294	-4447.146	-5449.653	1002.507	1.300854	1.94154	8.634578
300	-4455.217	-5456.633	1001.416	1.351779	2.556068	9.010816
306	-4471.231	-5474.314	1003.083	1.436775	1.904961	8.267868
312	-4471.584	-5474.562	1002.979	1.422062	2.109058	8.267868
318	-4480.069	-5484.006	1003.937	1.421138	2.059335	7.772323
324	-4481.833	-5485.968	1004.135	1.397306	2.059335	7.67924
330	-4480.828	-5485.834	1005.006	1.43484	2.135648	7.168922
336	-4475.688	-5478.744	1003.056	1.387924	2.135648	8.237141
342	-4461.414	-5464.687	1003.273	1.484973	2.419944	7.989296
348	-4482.642	-5488.132	1005.49	1.500693	2.168356	6.863072
354	-4471.742	-5476.848	1005.106	1.531372	2.890023	6.863072
360	-4479.795	-5486.604	1006.809	1.682983	2.444059	5.9706
366	-4448.767	-5454.862	1006.094	1.581073	2.244738	6.470712
372	-4421.018	-5424.812	1003.794	1.504853	1.940914	7.841239
378	-4425.957	-5429.464	1003.507	1.473129	1.786886	8.062364
384	-4429.439	-5433.089	1003.651	1.430153	2.432505	7.813643
390	-4439.086	-5442.741	1003.655	1.474815	2.33683	7.813643
396	-4440.292	-5443.178	1002.886	1.343094	1.846239	8.441908
402	-4440.083	-5438.923	998.8392	1.257031	2.845876	10.34893
408	-4431.609	-5431.679	1000.071	1.274798	1.752128	9.998372
414	-4445.306	-5444.032	998.7268	1.276851	1.94547	10.63997
420	-4441.616	-5438.787	997.1711	1.255724	2.0773	11.4255
426	-4452.904	-5456.642	1003.738	1.44724	2.039623	7.871006
432	-4450.146	-5453.886	1003.74	1.451535	2.027652	7.871006
438	-4449.102	-5451.995	1002.893	1.451535	2.027652	8.322648
444	-4447.089	-5450.242	1003.153	1.451584	2.164684	8.142905
450	-4450.154	-5453.368	1003.214	1.431475	3.011538	7.903793
456	-4466.202	-5469.066	1002.865	1.368908	2.561642	8.231537
462	-4475.139	-5478.285	1003.146	1.368908	2.561642	8.081904
468	-4476.123	-5477.819	1001.696	1.429344	2.328955	8.881651
474	-4465.789	-5467.959	1002.17	1.357067	2.013923	8.760861
480	-4453.254	-5455.429	1002.175	1.343005	2.106432	8.737638
486	-4460.183	-5461.595	1001.412	1.357038	2.987085	8.906674
492	-4456.88	-5458	1001.119	1.316837	1.989632	9.345756
498	-4464.098	-5465.453	1001.354	1.246327	3.030087	8.986309
504	-4484.239	-5485.132	1000.892	1.247472	2.906963	9.257962
510	-4472.559	-5474.792	1002.233	1.327951	1.943969	8.764847
516	-4467.593	-5470.306	1002.712	1.336511	1.534826	8.648458
522	-4492.056	-5495.444	1003.388	1.306321	1.281014	8.410063
528	-4484.817	-5485.122	1000.305	1.319294	1.736077	9.857084
534	-4480.379	-5478.97	998.591	1.246218	2.088851	10.68347
540	-4472.214	-5473.499	1001.285	1.31885	2.543313	9.100992
546	-4480.274	-5481.827	1001.553	1.37379	2.311196	8.992189
552	-4472.78	-5475.222	1002.442	1.299657	2.097096	8.621815
558	-4454.293	-5457.055	1002.761	1.322347	2.45968	8.337784
564	-4476.055	-5480.926	1004.871	1.439174	3.220269	6.96491
570	-4465.681	-5470.807	1005.126	1.490041	2.528496	6.96491
576	-4461.809	-5467.253	1005.444	1.470645	2.546569	6.799035
582	-4450.468	-5455.092	1004.625	1.490176	2.117388	7.349607
588	-4454.124	-5457.929	1003.805	1.507664	2.18676	7.758283
594	-4457.033	-5460.951	1003.918	1.470555	2.052	7.758283
600	-4451.787	-5454.665	1002.878	1.422483	2.699161	8.161228
606	-4458.135	-5460.697	1002.562	1.402294	2.088825	8.506004
612	-4456.928	-5460.717	1003.789	1.430685	2.548916	7.708673
618	-4454.073	-5456.228	1002.156	1.386352	2.119041	8.721115
624	-4459.993	-5463.279	1003.285	1.400601	2.26156	8.071467
630	-4465.102	-5468.254	1003.152	1.390335	2.299029	8.137323
636	-4453.943	-5456.07	1002.126	1.362358	2.203402	8.724706
642	-4445.572	-5448.904	1003.332	1.368283	2.354608	8.037801
648	-4466.247	-5467.211	1000.963	1.217307	2.720249	9.280535
654	-4457.027	-5457.441	1000.414	1.32225	2.364623	9.606621
660	-4457.439	-5458.776	1001.337	1.260554	2.92796	9.010861
666	-4444.79	-5446.397	1001.607	1.322386	2.239084	9.010861
672	-4431.367	-5435.207	1003.839	1.421532	2.201671	7.781768
678	-4431.669	-5434.85	1003.182	1.410551	1.902001	8.23044
684	-4456.042	-5461.471	1005.43	1.414534	2.164981	6.943186
690	-4482.054	-5482.741	1000.686	1.247064	2.888401	9.371459
696	-4469.7	-5472.142	1002.442	1.332616	2.40797	8.51596
702	-4469.563	-5473.046	1003.483	1.395932	2.398484	7.930787
708	-4470.978	-5475.1	1004.121	1.41379	2.135039	7.654786
714	-4463.25	-5467.295	1004.045	1.404373	2.293991	7.654786
720	-4482.811	-5484.105	1001.295	1.304943	2.965711	9.001358
726	-4472.727	-5474.669	1001.943	1.231192	2.619097	8.779824
732	-4453.226	-5454.405	1001.179	1.279382	2.310306	9.239748
738	-4450.117	-5452.2	1002.083	1.357413	2.601358	8.6432
744	-4464.71	-5466.287	1001.577	1.314557	2.223954	9.035107
750	-4482.487	-5483.399	1000.912	1.379953	2.495208	9.278359
756	-4466.642	-5469.579	1002.937	1.391729	2.262315	8.261578
762	-4474.156	-5476.426	1002.27	1.33147	2.714145	8.529462
768	-4474.055	-5474.611	1000.556	1.380572	2.382092	9.495835
774	-4465.409	-5466.375	1000.966	1.281562	2.283404	9.359092
780	-4464.112	-5467.102	1002.99	1.326298	2.254419	8.27036
786	-4467.402	-5469.458	1002.056	1.335482	2.156896	8.789477
792	-4473.688	-5472.375	998.6862	1.298434	2.051698	10.61725
798	-4468.033	-5465.732	997.6991	1.183149	1.866921	11.25257
804	-4465.617	-5465.916	1000.299	1.31973	2.146116	9.729784
810	-4474.553	-5472.642	998.0881	1.249438	2.278352	10.89102
816	-4477.367	-5478.079	1000.712	1.31526	2.278352	9.476743
822	-4446.881	-5446.229	999.3483	1.310503	1.939018	10.29799
828	-4457.654	-5456.864	999.2099	1.247278	2.298115	10.29799
834	-4452.897	-5453.812	1000.915	1.285778	2.101696	9.435775
840	-4475.71	-5476.767	1001.057	1.243604	1.835937	9.466601
846	-4463.165	-5462.586	999.4209	1.235615	3.106976	9.995582
852	-4470.171	-5469.804	999.6329	1.315071	3.619174	9.737423
858	-4464.904	-5468.091	1003.188	1.411202	3.619174	7.801142
864	-4431.658	-5436.917	1005.26	1.486205	3.122425	6.751465
870	-4437.741	-5441.926	1004.186	1.44854	3.124117	7.349334
876	-4451.658	-5455.47	1003.812	1.365101	2.062404	7.868059
882	-4439.019	-5440.87	1001.851	1.367507	2.593864	8.762478
888	-4453.4	-5455.403	1002.003	1.340145	2.593864	8.696539
894	-4469	-5468.382	999.3815	1.277365	2.892145	10.04243
900	-4470.202	-5472.111	1001.91	1.277365	2.98957	8.684709
906	-4468.719	-5471.215	1002.496	1.326126	2.585124	8.444403
912	-4449.931	-5452.705	1002.774	1.376017	2.585124	8.269933
918	-4432.032	-5435.445	1003.413	1.40017	2.560248	7.922827
924	-4435.272	-5440.036	1004.764	1.456607	2.560248	7.169407
930	-4438.749	-5442.61	1003.861	1.45676	2.560248	7.653198
936	-4452.429	-5456.035	1003.606	1.437522	3.182877	7.653198
942	-4456.742	-5461.608	1004.865	1.457561	2.32616	7.177255
948	-4455.569	-5457.529	1001.959	1.379252	2.145253	8.821174
954	-4461.558	-5465.033	1003.475	1.453168	2.169492	7.9691
960	-4464.992	-5469.355	1004.363	1.443262	3.047947	7.27422
966	-4451.76	-5455.588	1003.827	1.376295	3.199883	7.563623
972	-4467.115	-5468.331	1001.216	1.348467	3.199883	8.968296
978	-4448.797	-5449.659	1000.862	1.433888	2.002738	9.415608
984	-4462.099	-5463.568	1001.468	1.397267	2.050222	9.100048
990	-4471.699	-5471.203	999.504	1.308248	1.683298	10.30267
996	-4457.313	-5456.635	999.3227	1.316621	2.68672	10.10138
1002	-4450.647	-5451.1	1000.453	1.301841	2.488176	9.563568
1008	-4454.53	-5453.549	999.0184	1.25088	2.935133	10.23746
1014	-4447.261	-5446.86	999.5985	1.31931	2.205823	10.08172
1020	-4456.356	-5455.579	999.2223	1.337106	1.867472	10.37318
